org,name,language,license,version,has_codemeta,has_citation,has_zenodo
Yuang-Deng,ctrst,Python,MIT,NA,FALSE,FALSE,FALSE
akcochrane,ACmisc,R,MIT,00.00.10,FALSE,FALSE,FALSE
mcagriaksoy,EuroSAT-Image-Classification-with-Wide-and-Deep-Learning,Jupyter Notebook,GPL-3.0,NA,FALSE,FALSE,FALSE
CN-TU,dSalmon,C++,LGPL-3.0,NA,FALSE,FALSE,FALSE
koeppl,biclique_extraction,C++,NA,NA,FALSE,FALSE,FALSE
Computational-Morphogenomics-Group,Computational-Morphogenomics-Group.github.io,SCSS,BSD-3-Clause,v0.6,FALSE,FALSE,FALSE
JoshYank,Bayesian_Optimization_Drone_Env,Python,NA,NA,FALSE,FALSE,FALSE
fall2021-csc510-group40,filmfan,HTML,MIT,v2.1,FALSE,FALSE,FALSE
Liu-group,AutoSolvate,Python,BSD-3-Clause,v0.1.3,FALSE,FALSE,FALSE
FSEC-Photovoltaics,pvrpm-lcoe,Python,BSD-3-Clause,v1.7.4,FALSE,FALSE,FALSE
gkanogiannis,D2S-tools,Java,NA,v1.0.0,FALSE,FALSE,FALSE
caltechlibrary,dataciteapi,Go,NA,v1.0.1,TRUE,FALSE,FALSE
alpha-asp,Alpha,Java,BSD-2-Clause,v0.6.0,FALSE,FALSE,FALSE
foloumi,monai,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
aouriri,pytranscriber,Python,MIT,NA,FALSE,FALSE,FALSE
agarsev,visse,Shell,OSL-3.0,v1.0.0,FALSE,FALSE,FALSE
hcigroupkonstanz,STREAM,C#,MIT,1.0.0,FALSE,FALSE,FALSE
BUNPC,pysnirf2,Python,GPL-3.0,v0.6.0,FALSE,FALSE,FALSE
Ehyaei,RTLNotes,R,GPL-3.0,v0.1,FALSE,FALSE,FALSE
manikyabard,transfertab,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
tweber-ill,ill_mirror-takin2-mag-core,C++,GPL-3.0,NA,FALSE,FALSE,FALSE
usk92,Floodplain-Inundation-Calculator,Python,NA,v1.0.0,FALSE,FALSE,FALSE
dbhi,qus,Python,NA,v0.0.9-v6.2+dfsg-3,FALSE,FALSE,FALSE
solarchemist,preprint-repro-jpcc2020,TeX,NA,NA,FALSE,FALSE,FALSE
BCampforts,hylands_modeling,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
dkpro,dkpro-cassis,Python,Apache-2.0,v0.7.1,FALSE,FALSE,FALSE
NKI-AI,direct,Python,Apache-2.0,v1.0.1,FALSE,FALSE,FALSE
bridgedb,bridgedb-webservice,Java,Apache-2.0,NA,FALSE,FALSE,FALSE
pawel-antoniuk,appendix-4scenes-localization-mdpi-2021,MATLAB,GPL-3.0,NA,FALSE,FALSE,FALSE
Pinzauti,LaTeX-thesis-template,TeX,MIT,v0.5,FALSE,FALSE,FALSE
puzzlef,pagerank-cuda-thread-adjust-launch,C++,MIT,1.0.0,FALSE,FALSE,FALSE
nickrobinchen,myGames,Python,MIT,NA,FALSE,FALSE,FALSE
ShuJiaLab,3D_endoscopy,MATLAB,NA,NA,FALSE,FALSE,FALSE
grandjeanlab,MultiRat,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
alexander-lindner,alexander-lindner,NA,NA,1.0.0,FALSE,FALSE,FALSE
FPSG-UIUC,SPT,C++,NA,v1.0,FALSE,FALSE,FALSE
ldeo-glaciology,ITGC-field-doc,HTML,NA,v,FALSE,FALSE,FALSE
h-cel,StochGen,MATLAB,GPL-3.0,NA,FALSE,FALSE,FALSE
Pinzauti,padding_oracle_attack,Python,MIT,NA,FALSE,FALSE,FALSE
GenericMappingTools,pygmt,Python,BSD-3-Clause,v0.6.0,FALSE,FALSE,FALSE
tum-i4,CIS-Benchmark-Evaluation,HTML,GPL-3.0,NA,TRUE,FALSE,FALSE
aldma,Bazinga.jl,Julia,NA,NA,FALSE,FALSE,FALSE
erdogant,findpeaks,Python,NA,2.4.0,FALSE,FALSE,FALSE
strug-hub,roper,R,GPL-3.0,NA,FALSE,FALSE,FALSE
daniellerch,aletheia,Python,MIT,v0.1,FALSE,FALSE,FALSE
anonymous1203,P10Spasm,NA,NA,NA,FALSE,FALSE,FALSE
Wilfred,difftastic,Rust,MIT,0.25.0,FALSE,FALSE,FALSE
Astro-Lee,mpPapers,TeX,MIT,NA,FALSE,FALSE,FALSE
rohankumardubey,difftastic,Rust,MIT,0.24.0,FALSE,FALSE,FALSE
FoNDUE-HTR,FONDUE-FR-PRINT-16,NA,NA,NA,FALSE,FALSE,FALSE
NickleDave,vak,Python,BSD-3-Clause,show,FALSE,FALSE,FALSE
hugodepaula,linguagens-de-programacao,TeX,CC0-1.0,NA,FALSE,FALSE,FALSE
AvivYaish,CrimeAndWeatherInChicago,HTML,NA,NA,FALSE,FALSE,FALSE
camilbancioiu,mbtk,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
mcamagna,GFF2DDBJ,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
reinterpretcat,vrp,Rust,Apache-2.0,v1.16.1,FALSE,FALSE,FALSE
manuel-calzolari,sklearn-genetic,Python,NA,0.5.1,FALSE,FALSE,FALSE
thePortus,Seneca-Falls,HTML,MIT,NA,FALSE,FALSE,FALSE
WalkerWang000,AIPI-530-Final-Project,Python,MIT,NA,FALSE,FALSE,FALSE
todag,dokuwiki-plugin-diagramsnet,JavaScript,GPL-2.0,NA,FALSE,FALSE,FALSE
AnWalbroel,mosaic_mwr_data_desc,Python,GPL-3.0,v1.0.2,FALSE,FALSE,FALSE
hnguyen19,Template-word,NA,NA,NA,FALSE,FALSE,FALSE
stephanschoeman,PSData-in-python,Python,MIT,Release,FALSE,FALSE,FALSE
kguo-sagecode,srg-edge-coloring,Sage,NA,v1.0.0,FALSE,FALSE,FALSE
ml4rrieu,bso_univ_paris,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
mellux-project,melluxdrc,R,NA,v1.0.0,FALSE,FALSE,FALSE
jdonovanCS,Novel-Feature-Detector,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
mcenv,mce,Kotlin,MIT,NA,FALSE,FALSE,FALSE
bkahlert,init,Shell,MIT,v0.2.0,FALSE,FALSE,FALSE
caltechlibrary,crossrefapi,Go,NA,v1.0.0,TRUE,FALSE,FALSE
stdrr,AML-Final_Project,Python,MIT,NA,FALSE,FALSE,FALSE
jazzbuck,imgsmply,Python,MIT,NA,FALSE,FALSE,FALSE
lee-gwang,aiconnect_action_recognition,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
Accenture,AIR,Python,Apache-2.0,0.0.2,FALSE,FALSE,FALSE
peterdalle,svensktext,Python,NA,NA,FALSE,FALSE,FALSE
bkuhlmann,test,Ruby,NA,0.0.0,FALSE,FALSE,FALSE
Argonne-National-Laboratory,DSP,C++,NA,v1.4.1,FALSE,FALSE,FALSE
Remi-Gau,check_my_code,MATLAB,GPL-3.0,0.1.0,FALSE,FALSE,FALSE
Chrscool8,Homebrew-Details,C++,GPL-3.0,v1.05,FALSE,FALSE,FALSE
koeppl,integer_partition,C++,GPL-3.0,NA,FALSE,FALSE,FALSE
alaturka,windows,PowerShell,GPL-3.0,0.1.0,FALSE,FALSE,FALSE
CrowdStrike,falconpy,Python,Unlicense,v1.0.8,FALSE,FALSE,FALSE
jeremylt,LFAToolkit.jl,Julia,BSD-2-Clause,v0.5.0,FALSE,FALSE,FALSE
romanaduraciova,nextflow-jobs,Groovy,NA,NA,FALSE,FALSE,FALSE
kaapana,kaapana,Python,AGPL-3.0,0.1.2-october,FALSE,FALSE,TRUE
puzzlef,sum-cuda-inplace-adjust-launch,C++,MIT,1.0.0,FALSE,FALSE,FALSE
dlshriver,dnnf,Python,MIT,v0.1.4,FALSE,FALSE,FALSE
bbdaniels,stata,Stata,MIT,release,FALSE,FALSE,FALSE
ICAMS,calphy,Python,NA,v0.7.4,FALSE,FALSE,FALSE
fideism,gitee,C,MIT,NA,FALSE,FALSE,FALSE
calliope-project,euro-calliope,Python,MIT,v1.1,FALSE,FALSE,FALSE
ERPscanr,ERPscanr,Jupyter Notebook,MIT,3.0,FALSE,FALSE,FALSE
roptat,hayha,Python,MIT,NA,FALSE,FALSE,FALSE
nlohmann,json,C++,MIT,v3.10.5,FALSE,FALSE,FALSE
seanpm2001,GitHub_Organization_Info,Ruby,GPL-3.0,V1.1.49B,FALSE,FALSE,FALSE
snknitin,us-zipcode-distance,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
marionkp,dementia_informatics_lab,SCSS,NA,NA,FALSE,FALSE,FALSE
cescalara,QCDNUM.jl,Julia,MIT,v0.1.0,FALSE,FALSE,FALSE
amichuda,jupyter-doexport,Jupyter Notebook,GPL-3.0,v0.3.8,FALSE,FALSE,FALSE
elehcim,simulation,Python,GPL-3.0,v0.5.1,FALSE,FALSE,FALSE
ns0631,SAHI,Python,MIT,NA,FALSE,FALSE,FALSE
PradeepNalluri,Prefix-Tuning-Bert,Python,NA,NA,FALSE,FALSE,FALSE
TorchSpatiotemporal,tsl,Python,MIT,v0.1.0,FALSE,FALSE,FALSE
BD-X,Offline-RL,Python,MIT,v0.91,FALSE,FALSE,FALSE
nataliesmith123,pub-code,R,CC0-1.0,NA,FALSE,FALSE,FALSE
DurhamARC,classroom-abm,JavaScript,MIT,NA,FALSE,FALSE,FALSE
Haichao-Zhang,test_CI,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
Mr-Stockpot,gprMax,Python,GPL-3.0,v.3.1.5,FALSE,FALSE,FALSE
gejinchen,HDRnet-PyTorch,Python,MIT,NA,FALSE,FALSE,FALSE
PMEAL,porespy,Python,MIT,v2.1.0,FALSE,FALSE,FALSE
sappelhoff,ecomp_analysis,Python,MIT,1.0.0,FALSE,FALSE,FALSE
JuliaSmoothOptimizers,SparseMatricesCOO.jl,Julia,MPL-2.0,v0.1.0,FALSE,FALSE,FALSE
urschrei,pypolyline,Python,MIT,v0.2.75,FALSE,FALSE,FALSE
sebastianzwickl,equitable-paper,TeX,GPL-3.0,NA,FALSE,FALSE,FALSE
adrianadepalma,BII_tutorial,HTML,NA,v2.0.0,FALSE,FALSE,FALSE
CSID-DGU,2021-1-CECD3-four-elSe-1,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
Thaimaster,Image_Retrieval_Project,Python,NA,NA,FALSE,FALSE,FALSE
mjcencarnacao,ES-2022,Java,LGPL-2.1,NA,FALSE,FALSE,FALSE
briandfoy,string-sprintf,Perl,NA,release-1.002_01,FALSE,FALSE,FALSE
nguyenign,MassivePotreeConvertor,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
Yzmblog,Yzmblog.github.io,NA,NA,NA,NA,NA,NA
EBIBioSamples,biosamples-v4,Java,Apache-2.0,v5.2.1,FALSE,FALSE,FALSE
Azeot,ICELAB-data-collection-authorization,Java,NA,v1.0.0,FALSE,FALSE,FALSE
EleutherAI,gpt-neox,Python,Apache-2.0,legacy_gptj_residual.1.0.0,FALSE,FALSE,FALSE
rOpenSpain,rostemplate,R,NA,v0.0.2,TRUE,FALSE,FALSE
Palmer-Lab-UCSD,HS-Rats-Genotyping-Pipeline,Shell,MIT,v1.0.0,FALSE,FALSE,FALSE
open-phytoliths,ICOPS-training-2022,NA,CC-BY-4.0,v1.0,FALSE,FALSE,FALSE
jordan-melendez,quantum-emulator-examples,Jupyter Notebook,MIT,v0.1,FALSE,FALSE,FALSE
ocean-eddy-cpt,gcm-filters,Python,NA,v0.2.3,FALSE,FALSE,TRUE
ModellingWebLab,chaste-codegen,Python,NA,0.9.6,FALSE,FALSE,FALSE
sachith500,MaskedFaceRepresentation,Python,MIT,NA,FALSE,FALSE,FALSE
Morphclue,digimon-world-survey,R,NA,NA,FALSE,FALSE,FALSE
BeeGass,Agents,Python,NA,NA,FALSE,FALSE,FALSE
kechtel,ericsson,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
GRAAL-Research,poutyne,Python,LGPL-3.0,v1.10.1,FALSE,FALSE,FALSE
thiery-lab,manifold-mcmc-for-diffusions,Jupyter Notebook,MIT,v0.1.0,FALSE,FALSE,FALSE
aleclawlor,computer-vision-final-project,Python,NA,NA,FALSE,FALSE,FALSE
citation-file-format,ruby-cff,Ruby,Apache-2.0,v0.9.0,FALSE,FALSE,FALSE
laurenstreet,DM_halo_models,Python,NA,NA,FALSE,FALSE,FALSE
Research-Squirrel-Engineers,ELSAsf,NA,NA,NA,FALSE,FALSE,FALSE
xeTaiz,inviwo-marketplace,C++,BSD-2-Clause,test,FALSE,FALSE,FALSE
DSegebarth,dcl_stats_n_plots,Jupyter Notebook,Apache-2.0,v0.1.5,FALSE,FALSE,FALSE
regulondbunam,RegulonDBHT-ETL,Python,MIT,NA,FALSE,FALSE,FALSE
schaepermeier,moleopt,C++,NA,NA,FALSE,FALSE,FALSE
fusion-energy,neutronics-workshop,Python,MIT,v0.3.4,FALSE,FALSE,FALSE
neelsoumya,ramanujan_number_generator,PostScript,NA,v1.2,FALSE,FALSE,FALSE
KyanChen,ClassificationFramework,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
biomechanics-hlrs-gebert,M-ROT-Rotational-Tensor-Optimization,Fortran,MIT,v1.0.0,FALSE,FALSE,FALSE
QUT-Digital-Observatory,coordination-network-toolkit,Python,MIT,1.5.1,FALSE,FALSE,FALSE
rasd3,mmdet3d_actr,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
jackyoung96,gym-pybullet-drones,Python,MIT,NA,FALSE,FALSE,FALSE
deepaksinghcv,Eval_of_Det_and_Seg_Tasks,Python,NA,NA,FALSE,FALSE,FALSE
kmaterna,Strain_2D,Python,MIT,1.0.0,FALSE,FALSE,FALSE
TOPLLab,WARDuino,Shell,MPL-2.0,NA,FALSE,FALSE,FALSE
CEED,libCEED,C,BSD-2-Clause,v0.10.0,FALSE,FALSE,FALSE
alx-yulax,321_film_json,C++,NA,NA,FALSE,FALSE,FALSE
fkie-cad,socbed,Python,GPL-3.0,v1.1.4,FALSE,FALSE,FALSE
abelsiqueira,python-template-test,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
citation-file-format,cff-converter-python,Python,Apache-2.0,2.0.0,FALSE,FALSE,TRUE
ediarum,ediarum.BASE.edit,XSLT,GPL-3.0,v2.0.0,FALSE,FALSE,FALSE
vpeterson,MI-OpenBCI,MATLAB,MIT,v1.0.0,FALSE,FALSE,FALSE
gvwilson,10-newcomers,TeX,NA,NA,FALSE,FALSE,FALSE
alawryaguila,multiAE,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
AgrawalDistillation,minlp-distillation-testset,GAMS,NA,v1.0.1,FALSE,FALSE,FALSE
madelonhulsebos,gittables,Python,CC0-1.0,NA,FALSE,FALSE,FALSE
sambacha,gas-reporting,JavaScript,NA,v1.1.9,FALSE,FALSE,FALSE
annakat,NEON_crown_area,R,MIT,v1.0.0,FALSE,FALSE,FALSE
molstar,molstar,TypeScript,MIT,v3.6.2,FALSE,FALSE,FALSE
SciKit-Surgery,scikit-surgery-evaluation,Python,NA,v0.0.4,FALSE,FALSE,FALSE
lab-archeologia-digitale,BdusApiPhpClient,PHP,MIT,v1.0.0,FALSE,FALSE,FALSE
shmh40,detectreeRGB,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
GusRiva,testground,HTML,CC-BY-SA-4.0,NA,FALSE,FALSE,FALSE
abelsiqueira,faster-python-using-julia-blogposts,Python,MIT,v0.3.0,FALSE,FALSE,FALSE
mandelbrot-project,memo,Jupyter Notebook,GPL-3.0,v0.1.4,FALSE,FALSE,FALSE
bkuhlmann,auther,Ruby,NA,v9.0.0,FALSE,FALSE,FALSE
awsm-research,Flax_T5_Pre-training,Python,NA,NA,FALSE,FALSE,FALSE
wineslab,colosseum-oran-commag-dataset,Python,NA,NA,FALSE,FALSE,FALSE
CHV123,python-intermediate-inflammation,Python,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
BranniganLab,safep,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
24LopezR,sturdy-octo-spork,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
traffic-generator,client,Rust,MIT,NA,FALSE,FALSE,FALSE
JanMuench,Tutorial_Patch-clamp_data,Python,NA,NA,FALSE,FALSE,FALSE
alokjhajhria,BEPROJECTRSTV,Python,MIT,NA,FALSE,FALSE,FALSE
MalihehIzadi,catiss,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
james-d-pickering,SFG_upconversion_simulator,Python,NA,NA,FALSE,FALSE,FALSE
rge123,c19sim,Python,MIT,v1.2.1,FALSE,FALSE,FALSE
SciKit-Surgery,scikit-surgerycalibration,Python,NA,v0.2.1,FALSE,FALSE,FALSE
ls1intum,Apollon,TypeScript,MIT,v2.8.5,FALSE,FALSE,FALSE
moshi4,ANIclustermap,Python,MIT,v1.0.0,FALSE,FALSE,FALSE
caltechlibrary,handprint-joss-paper,TeX,NA,v0.1.0,TRUE,FALSE,FALSE
andquintero,website,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
labscript-suite,labscript-suite,Python,BSD-2-Clause,v3.1.0,FALSE,FALSE,FALSE
SciQLop,speasy,Python,NA,v0.10.1,FALSE,FALSE,FALSE
wruth1,COVID_Network_Julia,Julia,NA,NA,FALSE,FALSE,FALSE
youxingz,symmetric_group_character,Go,NA,V1.0,FALSE,FALSE,FALSE
SticsRPacks,SticsRPacks,HTML,GPL-3.0,v0.2.0,FALSE,FALSE,FALSE
jgy4,d3rlpy,Python,MIT,NA,FALSE,FALSE,FALSE
ning-y,Palantir,Java,MIT,v1.0.3,FALSE,FALSE,FALSE
erdogant,irelease,Python,NA,v0.1.1,FALSE,FALSE,FALSE
ready4-dev,aqol6dmap_use,Lua,GPL-3.0,v0.0.9.1,FALSE,FALSE,FALSE
SuyashLohia,mmclassification,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
Tech-Instituto-REDI,Censo_Educacao_Superior_Brasil,NA,NA,NA,FALSE,FALSE,FALSE
collab-uniba,Issue-Report-Classification-Using-RoBERTa,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
bkahlert,recordr,Shell,MIT,v0.2.2,FALSE,FALSE,FALSE
caltechlibrary,eprints2bags,Python,NA,v1.10.1,TRUE,FALSE,FALSE
Superskyyy,deep-log-unstructured,Jupyter Notebook,GPL-3.0,NA,FALSE,FALSE,FALSE
shibing624,pycorrector,Python,Apache-2.0,v0.2.4,FALSE,FALSE,FALSE
nialov,fractopo,Python,MIT,v0.3.0,FALSE,FALSE,FALSE
scipion-ed,scipion-ed-dials,Python,GPL-3.0,v3!1.0.0b4,FALSE,FALSE,FALSE
sicara,tf-explain,Python,MIT,v0.3.1,FALSE,FALSE,FALSE
EconMaett,matthiassp.github.io,NA,MIT,NA,FALSE,FALSE,FALSE
drsla1-iscte,ES-LIGE-2Sem-2022-Grupo-41,Java,NA,NA,FALSE,FALSE,FALSE
baharalidurrani,celltime,TypeScript,GPL-3.0,v0.5.2,FALSE,FALSE,FALSE
dvklopfenstein,pmidcite,Python,LGPL-3.0,v0.0.30,FALSE,FALSE,FALSE
mlsp2021-gmm,gmm-experiments,Julia,NA,NA,FALSE,FALSE,FALSE
baharalidurrani,material-domain,TypeScript,GPL-3.0,v1.3.0,FALSE,FALSE,FALSE
FelipeEiji,resize-images-matlab,MATLAB,NA,NA,FALSE,FALSE,FALSE
bcjaeger,coxph_bench,HTML,NA,v1.0.0,FALSE,FALSE,FALSE
fusion-energy,magnetic_fusion_openmc_dagmc_paramak_example,Python,MIT,v0.2.0,FALSE,FALSE,FALSE
DynaSlum,satsense,Jupyter Notebook,Apache-2.0,v0.9,FALSE,FALSE,TRUE
fbranda,covid19-data,NA,NA,NA,FALSE,FALSE,FALSE
Guilherme-D,NetLogo,NetLogo,NA,V1.0.0,FALSE,FALSE,FALSE
keonlee9420,Cross-Speaker-Emotion-Transfer,Python,MIT,v0.1.0,FALSE,FALSE,FALSE
KTsakogiannis,NTUA_BigData2022,Python,NA,NA,FALSE,FALSE,FALSE
sebastianzwickl,sequential-iterative-downscaling,Python,MIT,NA,FALSE,FALSE,FALSE
cau-se,theodolite,Java,Apache-2.0,v0.6.4,TRUE,FALSE,FALSE
tandeitnik,Evolving_Quantum_Circuits,Python,MIT,NA,FALSE,FALSE,FALSE
erdogant,d3graph,Python,NA,2.0.4,FALSE,FALSE,FALSE
tesselle,khroma,R,GPL-3.0,v1.8.0,TRUE,FALSE,FALSE
SciKit-Surgery,PythonTemplate,Python,NA,v1.1,FALSE,FALSE,FALSE
berquist,pyresponse,Python,BSD-3-Clause,v0.1.0,FALSE,FALSE,FALSE
webdevelopersbc,ohif,JavaScript,MIT,NA,FALSE,FALSE,FALSE
rodluger,showyourwork-template,TeX,MIT,NA,FALSE,FALSE,FALSE
AlbertoRoper,GW_turbulence,Jupyter Notebook,MIT,v1.0.0,FALSE,FALSE,FALSE
ulelab,peka-eclip,Nextflow,GPL-3.0,NA,FALSE,FALSE,FALSE
lucasmyers97,maier-saupe-lc-hydrodynamics,C++,NA,NA,FALSE,FALSE,FALSE
sty16,cell_classification,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
th-koeln-intia,intia-theme,JavaScript,NA,NA,FALSE,FALSE,FALSE
mandiberg,Names-Surnames-and-Countries-for-Stopwords,NA,GPL-3.0,NA,FALSE,FALSE,FALSE
johnsamuelwrites,johnsamuelwrites.github.io,HTML,NA,v0.9,FALSE,FALSE,FALSE
zbenyouss,Modular-3D-printed-Platform-For-In-vivo-MRI,NA,GPL-3.0,NA,FALSE,FALSE,FALSE
robot-vsb-cz,parameters-identification,MATLAB,GPL-3.0,NA,FALSE,FALSE,FALSE
YuruHuang,MenuTracker,Python,MIT,NA,FALSE,FALSE,FALSE
robert-swanson,Preference-Specification-Language-Prototype,HTML,NA,NA,FALSE,FALSE,FALSE
chanzuckerberg,napari-demo,Python,BSD-3-Clause,v0.1.0,FALSE,FALSE,FALSE
WU-BIMAC,MicroMetaApp-React,JavaScript,GPL-3.0,0.0.0.21,FALSE,FALSE,FALSE
ryanxingql,mfqev2.0,Python,Apache-2.0,v1.0.0,FALSE,FALSE,FALSE
KIT-Workflows,Test-WaNo,Python,MIT,version,FALSE,FALSE,FALSE
zacjohnston,flashbang,Python,MIT,v1.0.0,FALSE,FALSE,FALSE
sukrutrao,Adversarial-Patch-Training,Python,NA,NA,FALSE,FALSE,FALSE
mmcloughlin,addchain,Go,BSD-3-Clause,v0.4.0,FALSE,FALSE,TRUE
keurfonluu,disba,Python,BSD-3-Clause,vunknown,FALSE,FALSE,FALSE
jtebert,kilosim-gridbots-decisions,C++,MIT,v1.0.1,FALSE,FALSE,FALSE
brucethemuce,compressibleMultiphaseInterFoam_Marangoni,C++,GPL-3.0,v0.1,FALSE,FALSE,FALSE
mapping-gait-ai,gait-mapper,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
OscillationMethods,OscillationMethods,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
marasophia,Coastal_Landscape_Classification,NA,NA,NA,FALSE,FALSE,FALSE
sty16,cell_transformer,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
ydwisroad,imageprocessingpytorch,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
mhucka,mhucka,NA,NA,NA,TRUE,FALSE,FALSE
PerfectFit-project,CravingCuesInVR,C#,Apache-2.0,v1.0.0,FALSE,FALSE,FALSE
GSTT-CSC,MLOps,Python,NA,data_version_3,FALSE,FALSE,FALSE
BatoolMM,RSE-Book,Python,NA,NA,FALSE,FALSE,FALSE
grotius-cnc,hal-core,C,GPL-2.0,1.28,FALSE,FALSE,FALSE
SRI-International,QC-App-Oriented-Benchmarks,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
ThaisMatos,majorization,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
ni1o1,transbigdata,Jupyter Notebook,BSD-3-Clause,v0.4.1,FALSE,FALSE,FALSE
JoachimGoedhart,ggPlotteR,R,GPL-3.0,NA,FALSE,FALSE,FALSE
epfl-lasa,crowdbot-evaluation-tools,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
Levitsky-Ilya,skillbox-cpp,C++,NA,NA,FALSE,FALSE,FALSE
The-Academic-Observatory,zenodo-test,NA,NA,v18.0.0,FALSE,FALSE,TRUE
ShakerLab,ShakerLab,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
tz05,FEEr_TN_Example,NA,NA,NA,FALSE,FALSE,FALSE
SoftwareSystemsLaboratory,ssl-metrics-github-repository-searcher,Python,BSD-3-Clause,0.1,FALSE,FALSE,TRUE
hipster-philology,pyrrhaCI,Python,MPL-2.0,NA,FALSE,FALSE,FALSE
msulibrary,knowledge-graph-structured-data,NA,MIT,NA,FALSE,FALSE,FALSE
engisalor,sketch-grammar-explorer,Python,BSD-3-Clause,v0.4.0,FALSE,FALSE,FALSE
clauseggers,Playfair,HTML,OFL-1.1,v1.004,FALSE,FALSE,FALSE
Grain-Cropping-Systems-Lab,UC-Small-Grain-Soil-Nitrate-Quick-Test-Tool,R,MIT,NA,FALSE,FALSE,FALSE
echille,Mcapitata_Developmental_Gene_Expression_Timeseries,HTML,NA,v1.0.0,FALSE,FALSE,FALSE
NickleDave,hybrid-vocal-classifier,Python,BSD-3-Clause,v0.1.0-beta,FALSE,FALSE,FALSE
fairdataihub,SODA-for-SPARC,Jupyter Notebook,MIT,v5.3.2,TRUE,FALSE,TRUE
AceLikesGhosts,x-lol,TypeScript,NA,NA,FALSE,FALSE,FALSE
Yunseong-Cho,QuantizedCoMPwithPerAntennaConstraint,MATLAB,NA,NA,FALSE,FALSE,FALSE
fredmrodrigues,TI2-TP,HTML,NA,NA,FALSE,FALSE,FALSE
zishengz,gocia,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
ZephyrII,mmpose_charger,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
Junjue-Wang,Rank1-Ali-Tianchi-Real-World-Image-Forgery-Localization-Challenge,Python,NA,NA,FALSE,FALSE,FALSE
alaturka,linux,Shell,GPL-3.0,NA,FALSE,FALSE,FALSE
ConorMacBride,mcalf,Python,BSD-2-Clause,v0.3.0,FALSE,FALSE,TRUE
JIA-ss,OpenGL-Render-Engine,C++,NA,NA,FALSE,FALSE,FALSE
seanpm2001,SeansLifeArchive_Images_AdVenture_Communist_Part2,C,GPL-3.0,NA,FALSE,FALSE,FALSE
PuSho4Ek,32.5.2,C++,NA,NA,FALSE,FALSE,FALSE
bkuhlmann,mac_os,Shell,NA,v4.0.0,FALSE,FALSE,FALSE
Kohulan,DECIMER_Short_Communication,Python,MIT,Zenodo_archive,FALSE,FALSE,FALSE
replab,applis,MATLAB,MPL-2.0,NA,FALSE,FALSE,FALSE
essepuntato,ecss-2021,Python,ISC,v1.0.0,FALSE,FALSE,FALSE
seanchang74,fast-style-transfer,Python,NA,NA,FALSE,FALSE,FALSE
omelchert,autoScale,Python,MIT,NA,FALSE,FALSE,FALSE
ProofOfConceptForJuliSmoothOptimizers,SolverTuning.jl,Julia,MPL-2.0,NA,FALSE,FALSE,FALSE
burnsajohn,predictTrophicMode,R,NA,v1.0.0,FALSE,FALSE,FALSE
ShimaN19,Hybrid-U-Net,NA,NA,NA,FALSE,FALSE,FALSE
tresoldi,gled,TeX,CC-BY-4.0,r20220127.1,FALSE,FALSE,FALSE
wangyunpengbio,chestXray-cls,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
scale-lab,BitTrain,Python,BSD-3-Clause,NA,FALSE,FALSE,FALSE
Jhsmit,PyHDX,Python,MIT,v0.4.0b8,FALSE,FALSE,FALSE
